firm,date,amount,party,ideology_score
TerraLine Logistics,2021-05-20,670.44,R,-0.7679229314410365
Mosaic Consumer Goods,2014-01-06,1345.74,D,0.08298082509351284
Redwood Partners,2014-05-25,903.46,D,-0.41854096357774834
NovaBridge Partners,2023-10-22,1330.45,D,-0.5350259359541526
Highland Logistics,2021-12-08,3379.21,R,-0.20675394355677812
MetroTech Solutions,2019-10-16,358.87,D,-0.28918774931432745
UrbanStar Retail,2014-05-26,437.24,R,0.02898247316376057
MetroTech Solutions,2018-12-10,693.06,D,-0.28918774931432745
TerraLine Logistics,2011-03-01,1335.65,D,-0.7679229314410365
Vanguard Networks,2020-03-29,753.1,D,-0.7441456161534608
Vector Automotive,2022-02-25,1407.67,R,-0.2194167350229036
Oakstone Industries,2015-08-20,810.67,D,-0.4462512983276463
Oakstone Industries,2014-05-26,799.78,D,-0.4462512983276463
Aurora Networks,2024-04-25,1874.9,D,-0.5046547262203107
Redwood Partners,2022-12-03,427.15,D,-0.41854096357774834
Cobalt Holdings,2014-05-13,413.19,R,-0.34637523032738454
NovaBridge Partners,2011-10-15,871.59,D,-0.5350259359541526
Titan Aerospace,2017-07-30,704.41,D,0.30257157452147504
BluePeak Technologies,2017-09-13,868.68,D,-0.7292989994131897
Mountain Ridge Industries,2023-03-20,1276.56,R,-0.12995084945525315
SilverRock Solutions,2018-04-20,539.57,D,-0.34508089355433375
Sterling Logistics,2018-03-16,1234.26,R,-0.17547430260660823
Pioneer Energy,2018-08-31,1078.27,D,0.11750752865586686
Cobalt Holdings,2020-12-09,465.94,D,-0.34637523032738454
Horizon Capital,2014-05-10,1813.22,D,-0.5446174747209411
Brightline Capital,2021-06-28,268.8,D,-0.7954508682253574
SummitLine Logistics,2011-01-20,1049.71,D,-0.6131155245656207
BlueRiver Manufacturing,2016-01-14,1974.38,D,-0.7814248212212955
NextWave Semiconductor,2016-11-24,1834.94,R,0.3591266769818179
Frontier Semiconductor,2017-05-09,1009.66,R,0.5736896411960379
BlueRiver Manufacturing,2014-10-23,1692.06,R,-0.7814248212212955
SummitLine Logistics,2010-05-12,999.59,D,-0.6131155245656207
Centurion Capital,2024-06-06,4334.06,R,-0.39585349832026656
Paramount Systems,2020-03-29,462.27,R,-0.6533450784599586
Mountain Ridge Industries,2011-05-08,1351.53,D,-0.12995084945525315
United Semiconductor,2016-02-04,469.91,R,0.7031948302175441
Evercrest Systems,2017-10-24,2630.01,R,-0.6911643501317529
GoldenGate Networks,2019-08-09,571.49,R,-0.5643838184211613
Sapphire Energy,2021-05-11,433.39,R,0.16492209036610356
Sapphire Energy,2016-09-12,984.25,D,0.16492209036610356
Everton Technologies,2017-07-26,1082.23,R,-0.37360829603310824
Omega Health,2023-03-13,534.05,D,-0.17762111751192633
Falcon Semiconductor,2023-10-07,1847.79,D,0.16770146378342482
Riverstone Technologies,2017-06-15,2113.33,R,-0.23339868032552136
Pioneer Energy,2024-07-09,898.99,R,0.11750752865586686
Millennium Retail Group,2010-10-04,446.07,R,-0.26308908144152243
AmeriCore Energy,2014-02-01,1570.84,R,0.7811810347855594
Titan Aerospace,2021-10-09,224.32,R,0.30257157452147504
Centurion Capital,2014-12-25,1072.25,D,-0.39585349832026656
Falcon Semiconductor,2016-07-25,1472.97,R,0.16770146378342482
TerraLine Logistics,2021-07-23,1541.78,D,-0.7679229314410365
Omega Health,2011-07-25,2223.89,D,-0.17762111751192633
AmeriCore Energy,2012-05-17,3974.49,R,0.7811810347855594
Omega Health,2023-08-10,1741.12,R,-0.17762111751192633
Crescent Automotive,2023-12-31,1749.69,D,-0.7791419463933508
Frontier Semiconductor,2020-12-24,1141.66,R,0.5736896411960379
Northbridge Holdings,2021-12-11,1207.98,D,-0.6469534176374777
Northbridge Holdings,2024-12-01,740.82,D,-0.6469534176374777
Mosaic Consumer Goods,2020-05-31,607.86,R,0.08298082509351284
Greenfield Manufacturing,2013-06-21,791.85,R,-0.2359265237170345
Everton Technologies,2015-05-30,725.97,D,-0.37360829603310824
BluePeak Technologies,2020-04-03,1355.35,R,-0.7292989994131897
Titan Aerospace,2014-11-15,860.51,R,0.30257157452147504
Orbit Semiconductor,2010-08-28,1238.69,R,0.3656188092303535
Greenfield Manufacturing,2019-03-29,2050.7,R,-0.2359265237170345
Millennium Retail Group,2017-05-02,474.97,R,-0.26308908144152243
NorthStar Retail Group,2022-05-29,527.52,D,-0.21768137947876254
Quantum Systems,2018-02-27,2221.36,R,-0.41357155810874113
Vanguard Networks,2016-11-28,1177.27,D,-0.7441456161534608
Longview Energy,2021-01-22,1056.99,R,0.5124859787131362
SilverRock Solutions,2010-06-10,924.69,R,-0.34508089355433375
Vector Automotive,2021-03-04,3099.32,R,-0.2194167350229036
Centurion Capital,2023-01-22,2485.54,D,-0.39585349832026656
Highland Logistics,2013-08-20,1277.15,R,-0.20675394355677812
Liberty Capital,2021-10-27,1799.82,D,-0.6437524832958241
Arclight Manufacturing,2017-05-01,440.11,D,-0.6856182543666501
Aurora Networks,2015-06-14,2498.99,D,-0.5046547262203107
Aurora Networks,2012-03-18,4998.56,R,-0.5046547262203107
Aurora Networks,2011-03-21,607.96,D,-0.5046547262203107
Quantum Systems,2020-06-11,2024.92,R,-0.41357155810874113
AmeriCore Energy,2014-09-22,2386.29,R,0.7811810347855594
Vanguard Networks,2021-07-15,1623.0,D,-0.7441456161534608
Cypress Health,2011-05-14,1440.13,R,-0.1277995867856065
Paramount Systems,2016-03-28,1642.79,D,-0.6533450784599586
Brightline Capital,2022-11-05,946.99,D,-0.7954508682253574
Cobalt Holdings,2017-10-12,735.97,D,-0.34637523032738454
Vertex Energy,2012-02-06,3586.61,R,0.7556582113987458
Pioneer Energy,2023-03-01,1347.68,D,0.11750752865586686
Omega Health,2020-09-20,483.08,R,-0.17762111751192633
Longview Energy,2023-09-24,1555.44,R,0.5124859787131362
SummitLine Logistics,2020-07-18,396.5,D,-0.6131155245656207
Frontier Semiconductor,2012-08-01,1241.11,R,0.5736896411960379
Crescent Automotive,2012-08-04,1991.64,D,-0.7791419463933508
Ironwood Aerospace,2024-10-22,2798.06,R,0.23918635548065395
Aurora Networks,2012-01-02,1808.81,R,-0.5046547262203107
Atlas Health,2014-01-20,958.88,R,-0.3304489338964671
Summit Technologies,2017-09-10,1773.88,R,-0.6074794771416165
NorthStar Retail Group,2015-07-31,1167.08,D,-0.21768137947876254
BlueRiver Manufacturing,2016-08-02,1598.9,D,-0.7814248212212955
Vector Automotive,2010-04-20,914.51,R,-0.2194167350229036
NorthStar Retail Group,2016-10-05,1882.17,R,-0.21768137947876254
Horizon Capital,2010-07-06,715.21,D,-0.5446174747209411
NextWave Semiconductor,2017-07-24,840.59,R,0.3591266769818179
Everton Technologies,2012-11-21,608.48,R,-0.37360829603310824
Pioneer Energy,2018-03-24,1582.3,D,0.11750752865586686
Cypress Health,2014-10-25,2548.15,D,-0.1277995867856065
Equinox Manufacturing,2023-02-01,1252.02,D,-0.6370463795472789
MetroTech Solutions,2020-03-05,1686.44,D,-0.28918774931432745
Atlas Health,2018-09-09,1248.42,R,-0.3304489338964671
Brightline Capital,2013-07-03,802.4,D,-0.7954508682253574
Pioneer Energy,2012-10-05,1071.66,R,0.11750752865586686
Evercrest Systems,2016-03-26,1036.75,D,-0.6911643501317529
Liberty Capital,2011-12-01,1418.74,R,-0.6437524832958241
Falcon Semiconductor,2012-11-30,1320.25,R,0.16770146378342482
Aurora Networks,2012-05-26,2164.12,D,-0.5046547262203107
Heritage Automotive,2010-03-04,3768.86,R,-0.3113024235082412
SilverRock Solutions,2021-02-18,194.19,D,-0.34508089355433375
Vector Automotive,2016-11-30,1430.74,D,-0.2194167350229036
Centurion Capital,2017-10-22,886.55,R,-0.39585349832026656
Evercrest Systems,2013-01-26,166.44,D,-0.6911643501317529
Vertex Energy,2010-12-28,1047.26,R,0.7556582113987458
Quantum Systems,2019-04-03,619.17,R,-0.41357155810874113
Quantum Systems,2012-01-08,1008.21,R,-0.41357155810874113
MetroTech Solutions,2021-08-05,1144.71,R,-0.28918774931432745
Sterling Logistics,2013-04-28,1587.79,D,-0.17547430260660823
PrimeHealth Corporation,2014-05-21,1732.4,R,0.09481580189139682
UrbanStar Retail,2020-05-12,1017.43,R,0.02898247316376057
Equinox Manufacturing,2021-11-26,2199.32,D,-0.6370463795472789
Longview Energy,2012-07-24,600.6,R,0.5124859787131362
Equinox Manufacturing,2017-10-29,393.14,D,-0.6370463795472789
NovaBridge Partners,2019-08-20,1608.19,D,-0.5350259359541526
United Semiconductor,2014-06-30,5469.12,R,0.7031948302175441
United Semiconductor,2019-10-24,994.8,R,0.7031948302175441
Millennium Retail Group,2013-02-06,1359.8,D,-0.26308908144152243
Vanguard Networks,2012-03-31,678.46,D,-0.7441456161534608
Brightline Capital,2011-07-10,1282.04,D,-0.7954508682253574
NextWave Semiconductor,2020-06-25,968.84,R,0.3591266769818179
Atlas Health,2022-05-20,755.23,D,-0.3304489338964671
Harbor Retail Group,2024-02-26,1410.66,D,0.18917697133120992
Vanguard Networks,2023-03-24,1431.55,D,-0.7441456161534608
Brightline Capital,2018-11-10,1385.43,D,-0.7954508682253574
NextWave Semiconductor,2023-03-29,1368.99,R,0.3591266769818179
Highland Logistics,2022-06-26,2017.71,D,-0.20675394355677812
Omega Health,2012-03-26,922.27,R,-0.17762111751192633
Crescent Automotive,2020-10-06,837.62,D,-0.7791419463933508
Vector Automotive,2017-03-25,744.09,R,-0.2194167350229036
Falcon Semiconductor,2023-01-27,1814.24,R,0.16770146378342482
Vector Automotive,2010-05-01,3211.73,D,-0.2194167350229036
Harbor Retail Group,2019-08-31,1980.87,D,0.18917697133120992
Cobalt Holdings,2020-06-24,1336.39,D,-0.34637523032738454
Liberty Capital,2013-11-06,2529.81,D,-0.6437524832958241
Sterling Logistics,2024-10-24,1345.03,R,-0.17547430260660823
Zenith Industries,2011-11-17,8543.38,R,-0.3067997146495536
Redwood Partners,2021-07-04,2058.72,D,-0.41854096357774834
United Semiconductor,2010-07-03,445.72,R,0.7031948302175441
BluePeak Technologies,2016-07-01,1108.35,D,-0.7292989994131897
Orbit Semiconductor,2018-12-13,351.66,R,0.3656188092303535
Infinity Partners,2012-09-12,1153.12,R,-0.2896112414347556
Highland Logistics,2015-03-25,2873.26,D,-0.20675394355677812
Vector Automotive,2010-04-05,2713.93,D,-0.2194167350229036
NovaBridge Partners,2011-01-19,1818.49,R,-0.5350259359541526
Sapphire Energy,2014-01-13,1058.48,R,0.16492209036610356
Vertex Energy,2019-01-17,1222.61,R,0.7556582113987458
Frontier Semiconductor,2023-03-30,1125.7,R,0.5736896411960379
Longview Energy,2021-04-27,1350.31,D,0.5124859787131362
Crescent Automotive,2020-09-13,2249.73,D,-0.7791419463933508
NorthStar Retail Group,2015-02-22,555.5,D,-0.21768137947876254
Equinox Manufacturing,2019-08-01,1223.62,R,-0.6370463795472789
Summit Technologies,2020-12-07,1191.31,D,-0.6074794771416165
Riverstone Technologies,2015-01-11,2512.73,D,-0.23339868032552136
Heritage Automotive,2020-04-28,496.1,D,-0.3113024235082412
PrimeHealth Corporation,2018-12-06,3325.26,D,0.09481580189139682
Oakstone Industries,2023-09-05,844.58,D,-0.4462512983276463
Mountain Ridge Industries,2023-09-21,727.37,R,-0.12995084945525315
Falcon Semiconductor,2011-06-15,1010.32,R,0.16770146378342482
Highland Logistics,2013-03-12,1189.6,R,-0.20675394355677812
Northbridge Holdings,2024-02-20,532.29,D,-0.6469534176374777
Sapphire Energy,2018-12-22,1729.98,R,0.16492209036610356
NovaBridge Partners,2021-10-28,945.48,D,-0.5350259359541526
Highland Logistics,2014-08-03,1340.85,D,-0.20675394355677812
Equinox Manufacturing,2019-02-22,594.87,D,-0.6370463795472789
Infinity Partners,2015-09-16,664.53,R,-0.2896112414347556
Greenfield Manufacturing,2010-06-29,528.66,D,-0.2359265237170345
Arclight Manufacturing,2016-10-10,2156.81,D,-0.6856182543666501
MetroTech Solutions,2014-05-03,874.96,R,-0.28918774931432745
Vanguard Networks,2020-11-10,967.25,D,-0.7441456161534608
Infinity Partners,2012-11-04,4048.01,D,-0.2896112414347556
Vanguard Networks,2024-02-21,1320.71,D,-0.7441456161534608
Summit Technologies,2022-05-13,2482.94,D,-0.6074794771416165
Crescent Automotive,2021-08-06,548.75,R,-0.7791419463933508
Cobalt Holdings,2024-01-21,6764.58,D,-0.34637523032738454
Mountain Ridge Industries,2022-01-28,1266.18,D,-0.12995084945525315
Centurion Capital,2019-11-17,790.01,D,-0.39585349832026656
Brightline Capital,2012-01-10,891.11,D,-0.7954508682253574
Greenfield Manufacturing,2024-10-19,722.18,R,-0.2359265237170345
Liberty Capital,2014-01-19,1793.29,R,-0.6437524832958241
Liberty Capital,2019-06-23,453.3,D,-0.6437524832958241
Titan Aerospace,2022-06-15,487.22,D,0.30257157452147504
Paramount Systems,2024-07-11,966.95,D,-0.6533450784599586
Aurora Networks,2023-06-13,1263.42,R,-0.5046547262203107
Liberty Capital,2013-01-18,1699.84,D,-0.6437524832958241
Brightline Capital,2016-07-30,1233.41,D,-0.7954508682253574
Arclight Manufacturing,2022-06-27,360.31,D,-0.6856182543666501
Centurion Capital,2019-10-11,1093.18,D,-0.39585349832026656
Skyline Retail,2020-12-28,210.6,R,-0.22364750236744266
Aspire Automotive,2020-02-09,1148.73,D,-0.35502088901491985
NextWave Semiconductor,2023-08-26,518.71,D,0.3591266769818179
Pioneer Energy,2015-10-16,265.11,R,0.11750752865586686
Paramount Systems,2024-03-17,930.71,D,-0.6533450784599586
Oakstone Industries,2012-06-07,831.96,D,-0.4462512983276463
GoldenGate Networks,2011-03-16,1326.93,D,-0.5643838184211613
Apex Systems,2014-03-10,1409.01,D,-0.3524012410794814
Atlas Health,2020-09-23,2051.3,R,-0.3304489338964671
Vanguard Networks,2017-02-01,843.27,D,-0.7441456161534608
Centurion Capital,2024-05-05,251.91,R,-0.39585349832026656
Mountain Ridge Industries,2023-03-17,1152.43,D,-0.12995084945525315
AmeriCore Energy,2022-07-14,1048.73,D,0.7811810347855594
Aurora Networks,2018-01-14,331.23,R,-0.5046547262203107
Highland Logistics,2019-03-01,800.44,D,-0.20675394355677812
NextWave Semiconductor,2020-09-26,1146.86,R,0.3591266769818179
Heritage Automotive,2018-08-28,698.9,R,-0.3113024235082412
Everton Technologies,2024-04-03,324.71,D,-0.37360829603310824
Northbridge Holdings,2016-12-12,613.14,D,-0.6469534176374777
Aurora Networks,2021-04-17,1447.32,R,-0.5046547262203107
Greenfield Manufacturing,2016-01-08,561.59,D,-0.2359265237170345
Liberty Capital,2024-08-22,2244.18,R,-0.6437524832958241
Evercrest Systems,2014-06-01,942.7,D,-0.6911643501317529
Cobalt Holdings,2020-01-14,258.09,D,-0.34637523032738454
Riverstone Technologies,2021-01-07,1850.18,D,-0.23339868032552136
Titan Aerospace,2018-12-06,602.79,D,0.30257157452147504
Aspire Automotive,2013-09-24,1913.24,R,-0.35502088901491985
MetroTech Solutions,2011-08-20,1271.97,R,-0.28918774931432745
Infinity Partners,2011-05-13,2311.75,D,-0.2896112414347556
Paramount Systems,2015-07-16,1351.69,D,-0.6533450784599586
SummitLine Logistics,2010-09-29,624.35,R,-0.6131155245656207
Mountain Ridge Industries,2022-03-26,1730.93,D,-0.12995084945525315
UrbanStar Retail,2016-11-08,842.72,D,0.02898247316376057
Apex Systems,2011-07-21,1312.98,R,-0.3524012410794814
Equinox Manufacturing,2021-07-14,949.28,D,-0.6370463795472789
Infinity Partners,2018-01-23,768.03,R,-0.2896112414347556
Skyline Retail,2022-01-01,348.94,R,-0.22364750236744266
Millennium Retail Group,2014-11-17,295.26,R,-0.26308908144152243
Highland Logistics,2024-08-07,1169.12,D,-0.20675394355677812
Aspire Automotive,2024-06-08,1635.09,D,-0.35502088901491985
United Semiconductor,2021-06-30,3325.22,R,0.7031948302175441
NorthStar Retail Group,2023-12-15,1183.24,R,-0.21768137947876254
Vector Automotive,2016-11-12,2419.47,D,-0.2194167350229036
Greenfield Manufacturing,2012-05-07,4918.86,D,-0.2359265237170345
Longview Energy,2015-03-21,1467.51,D,0.5124859787131362
Summit Technologies,2015-09-01,4150.48,D,-0.6074794771416165
Oakstone Industries,2013-08-26,1699.49,R,-0.4462512983276463
AmeriCore Energy,2012-07-12,1201.2,R,0.7811810347855594
TerraLine Logistics,2013-07-11,1096.57,D,-0.7679229314410365
Millennium Retail Group,2022-12-19,1117.16,D,-0.26308908144152243
Quantum Systems,2012-08-16,696.5,D,-0.41357155810874113
Apex Systems,2020-05-07,365.83,R,-0.3524012410794814
Falcon Semiconductor,2022-07-09,3030.86,R,0.16770146378342482
Arclight Manufacturing,2010-04-02,1056.3,D,-0.6856182543666501
Quantum Systems,2012-02-01,741.36,R,-0.41357155810874113
Riverstone Technologies,2015-06-22,756.26,R,-0.23339868032552136
TerraLine Logistics,2020-10-28,1701.98,D,-0.7679229314410365
Longview Energy,2016-12-09,1354.39,R,0.5124859787131362
Sapphire Energy,2012-03-11,2067.84,D,0.16492209036610356
Summit Technologies,2014-02-03,890.99,R,-0.6074794771416165
Apex Systems,2010-06-10,1011.25,D,-0.3524012410794814
Infinity Partners,2012-01-24,1556.21,D,-0.2896112414347556
Harbor Retail Group,2016-09-16,9039.8,R,0.18917697133120992
Everton Technologies,2022-02-24,281.29,R,-0.37360829603310824
Greenfield Manufacturing,2023-04-08,6411.7,R,-0.2359265237170345
Longview Energy,2010-05-04,1015.44,D,0.5124859787131362
Evercrest Systems,2022-04-19,1897.14,D,-0.6911643501317529
BlueRiver Manufacturing,2022-09-23,434.34,D,-0.7814248212212955
Vector Automotive,2010-05-07,387.27,D,-0.2194167350229036
AmeriCore Energy,2024-04-01,916.2,R,0.7811810347855594
Vector Automotive,2024-05-16,1224.25,R,-0.2194167350229036
MetroTech Solutions,2018-02-21,2072.79,D,-0.28918774931432745
Mosaic Consumer Goods,2010-07-11,2457.54,D,0.08298082509351284
Vanguard Networks,2024-02-26,1797.6,D,-0.7441456161534608
AmeriCore Energy,2010-05-01,1787.96,R,0.7811810347855594
Brightline Capital,2022-10-27,1169.55,D,-0.7954508682253574
Evercrest Systems,2012-08-22,780.17,D,-0.6911643501317529
Mosaic Consumer Goods,2013-02-04,832.02,R,0.08298082509351284
MetroTech Solutions,2012-03-02,1935.1,R,-0.28918774931432745
NovaBridge Partners,2016-04-15,2687.18,D,-0.5350259359541526
Frontier Semiconductor,2019-10-10,6937.41,R,0.5736896411960379
Longview Energy,2020-01-29,676.79,R,0.5124859787131362
Liberty Capital,2015-12-23,382.35,D,-0.6437524832958241
Arclight Manufacturing,2016-08-02,1986.66,R,-0.6856182543666501
Evercrest Systems,2021-05-06,1979.73,D,-0.6911643501317529
Aurora Networks,2018-03-27,1220.7,R,-0.5046547262203107
MetroTech Solutions,2018-12-16,1480.92,D,-0.28918774931432745
SilverRock Solutions,2011-03-09,2467.74,D,-0.34508089355433375
Mosaic Consumer Goods,2020-07-17,1890.67,R,0.08298082509351284
Oakstone Industries,2016-04-12,4004.78,D,-0.4462512983276463
Apex Systems,2021-08-03,1043.03,R,-0.3524012410794814
Oakstone Industries,2012-01-09,650.32,R,-0.4462512983276463
Aurora Networks,2018-05-15,2293.21,D,-0.5046547262203107
Apex Systems,2022-08-13,484.59,D,-0.3524012410794814
TerraLine Logistics,2012-06-13,2563.48,D,-0.7679229314410365
SummitLine Logistics,2010-12-24,743.95,D,-0.6131155245656207
Omega Health,2013-01-20,736.45,R,-0.17762111751192633
BlueRiver Manufacturing,2023-04-26,864.91,R,-0.7814248212212955
Greenfield Manufacturing,2022-11-16,4930.55,D,-0.2359265237170345
NextWave Semiconductor,2015-02-03,2549.53,R,0.3591266769818179
Paramount Systems,2019-04-08,2314.9,D,-0.6533450784599586
PrimeHealth Corporation,2016-04-04,691.64,D,0.09481580189139682
EaglePeak Aerospace,2024-01-03,743.25,R,0.6649897912920661
NextWave Semiconductor,2022-01-28,652.65,D,0.3591266769818179
Frontier Semiconductor,2010-10-18,4600.29,R,0.5736896411960379
Skyline Retail,2014-02-09,1525.41,R,-0.22364750236744266
Harbor Retail Group,2019-10-27,3843.41,R,0.18917697133120992
Skyline Retail,2013-05-25,2006.32,D,-0.22364750236744266
Sapphire Energy,2022-03-29,938.35,R,0.16492209036610356
Falcon Semiconductor,2022-04-16,986.98,R,0.16770146378342482
SilverRock Solutions,2022-04-10,3109.04,D,-0.34508089355433375
Brightline Capital,2024-02-23,826.19,D,-0.7954508682253574
Cobalt Holdings,2017-06-03,3241.71,R,-0.34637523032738454
Heritage Automotive,2020-01-27,1644.62,R,-0.3113024235082412
Centurion Capital,2010-03-21,428.72,D,-0.39585349832026656
United Semiconductor,2024-02-09,880.03,R,0.7031948302175441
Vanguard Networks,2011-11-14,587.55,D,-0.7441456161534608
Sterling Logistics,2023-06-25,1112.91,D,-0.17547430260660823
Titan Aerospace,2019-12-26,818.9,R,0.30257157452147504
Titan Aerospace,2024-03-20,1440.18,R,0.30257157452147504
Pioneer Energy,2017-01-25,6647.69,R,0.11750752865586686
SummitLine Logistics,2014-02-01,4521.23,D,-0.6131155245656207
